LOBAPLATINA, LOBAPLATINA
LOBELIA INFLATA  , LOBELIA INFLATA
LOBELINA, LOBELINA
LOBENDAZOL, LOBENDAZOL
LOBENZARITE, LOBENZARITE
LOBUCAVIR, LOBUCAVIR
LOBUPROFENO, LOBUPROFENO
LODAXAPRINA, LODAXAPRINA
LODAZECAR, LODAZECAR
LODELABENO, LODELABENO
LODENOSINA, LODENOSINA
LODINIXILA, LODINIXILA
LODIPERONA, LODIPERONA
LODOXAMIDA, LODOXAMIDA
LODOXAMIDA TROMETAMOL, LODOXAMIDA TROMETAMOL
LOFEMIZOL, LOFEMIZOL
LOFENDAZAM, LOFENDAZAM
LOFENTANILA, LOFENTANILA
LOFEPRAMINA, LOFEPRAMINA
LOFEXIDINA, LOFEXIDINA
LOFLAZEPATO DE ETILA, LOFLAZEPATO ETILA
LOFLUCARBANA, LOFLUCARBANA
LOMBAZOL, LOMBAZOL
LOMEFLOXACINO, LOMEFLOXACINO
LOMETRALINA, LOMETRALINA
LOMETREXOL, LOMETREXOL
LOMEVACTONA, LOMEVACTONA
LOMIFILINA, LOMIFILINA
LOMITAPIDA, LOMITAPIDA
LOMUSTINA, LOMUSTINA
LONAPALENO, LONAPALENO
LONAPROFENO, LONAPROFENO
LONAZOLACO, LONAZOLACO
LONIDAMINA, LONIDAMINA
LOPERAMIDA, LOPERAMIDA
LOPINAVIR, LOPINAVIR
LOPIRAZEPAM, LOPIRAZEPAM
LOPOBUTANA, LOPOBUTANA
LOPRAZOLAM, LOPRAZOLAM
LOPRODIOL, LOPRODIOL
LORACARBEFE, LORACARBEFE
LORAJMINA, LORAJMINA
LORAPRIDA, LORAPRIDA
LORATADINA, LORATADINA
LORAZEPAM, LORAZEPAM
LORBAMATO, LORBAMATO
LORCAINIDA, LORCAINIDA
LORCASSERINA, LORCASSERINA
LORCINADOL, LORCINADOL
LORECLEZOL, LORECLEZOL
LORGLUMIDA, LORGLUMIDA
LORMETAZEPAM, LORMETAZEPAM
LORNOXICAM, LORNOXICAM
LORPIPRAZOL, LORPIPRAZOL
LORTALAMINA, LORTALAMINA
LORZAFONA, LORZAFONA
LOSARTANA, LOSARTANA
LOSARTANA POTÁSSICA, LOSARTANA POTASSICA
LOSIGAMONA, LOSIGAMONA
LOSINDOL, LOSINDOL
LOSMIPROFENO, LOSMIPROFENO
LOSOXANTRONA, LOSOXANTRONA
LOSULAZINA, LOSULAZINA
LOTEPREDNOL, LOTEPREDNOL
LOTIFAZOL, LOTIFAZOL
LOTRAFIBANA, LOTRAFIBANA
LOTRIFENO, LOTRIFENO
LOTUCAÍNA, LOTUCAINA
LOVASTATINA, LOVASTATINA
LOVIRIDA, LOVIRIDA
LOXANASTE, LOXANASTE
LOXAPINA, LOXAPINA
LOXIGLUMIDA, LOXIGLUMIDA
LOXOPROFENO, LOXOPROFENO
LOXOPROFENO SÓDICO , LOXOPROFENO SODICO
LOXORIBINA, LOXORIBINA
LOZILUREIA, LOZILUREIA
