501500402116114, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, COMP. 12.5MG CX 3 BL X 10, ATX
501500404119110, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, COMP. 25MG CX 3 BL X 10, ATX
501500405115119, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, COMP. 50MG CX 2 BL X 15, ATX
501500501114111, CEFACLOR, CEFACLOR, CEFACLOR, 250 MG FR PLASTICO X 10, ATX
501500601119113, CEFADROXIL, CEFADROXIL, NOT FOUND, CAPS 500MG FR PLASTICO X 20, ATX
501500602115111, CEFADROXIL, CEFADROXIL, NOT FOUND, CAPS 500MG FR PLASTICO X 8, ATX
501500701113117, CEFALEXINA, CEFALEXINA, CEFALEXINA, COMP.REV. 500MG CX 1 BL X 8, ATX
501500702111118, CEFALEXINA, CEFALEXINA, CEFALEXINA, COMP.REV. 500MG CX 4 BL X 10, ATX
501500703116113, CEFALEXINA, CEFALEXINA, CEFALEXINA, COMP.REV. 500MG X 1BL 10, ATX
501500801118110, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, COMP. 200MG CX 1 BL X 10, ATX
501500901112114, CETOPROFENO, CETOPROFENO, CETOPROFENO, COMP. 200MG DESINT LENT CT BL AL PLASTICO X 10, ATX
501501001115115, CLONAZEPAN, CLONAZEPAN, NOT FOUND, COMP. 2.0 MG FR PLASTICO X 30, ATX
501501101111111, CLORIDRATO DE BUSPIRONA, CLORIDRATO BUSPIRONA, CLORIDRATO BUSPIRONA, COMP. 10MG FR PLASTICO X 20, ATX
501501301119116, CLORIDRATO DE DOXICICLINA, CLORIDRATO DOXICICLINA, CLORIDRATO DOXICICLINA, COMP. 100MG CX 1 BL X 15, ATX
501501401113111, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, COMP. 20MG CX 2 BL X 15, ATX
501501501118113, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, COMP. 150MG CX 2 X 10, ATX
501501502114111, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, COMP. 300MG CX 2 X 10, ATX
501501601112117, CLORIDRATO DE SELEGILINA, CLORIDRATO SELEGILINA, CLORIDRATO SELEGILINA, COMP. 5MG FL PLASTICO X 30, ATX
501501701117110, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, COMP. 250MG CX 1 BL X 14, ATX
501501702113119, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, COMP. 250MG CX 2 BL X 14, ATX
501504101110111, CLORIDRATO DE VERAPAMIL, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, COMP 80MG CX 3 BL X 10, ATX
501501801170110, CROMOGLICATO DISSODICO, CROMOGLICATO DISSODICO, NOT FOUND, SOL. PARA NEBULIZACAO CX 25 AMP X 2ML, ATX
