74628, CARBOPLATINA MG , CARBOPLATINA, CARBOPLATINA, F.AMP IV 10 MG 15 ML x 1, A1F
74629, CARBOPLATINA MG , CARBOPLATINA, CARBOPLATINA, F.AMP IV 10 MG 45 ML x 1, A1F
75348, CISPLATINA MG , CISPLATINA, CISPLATINA, F.AMP IV 1 MG 10 ML x 1 (/ML), A1F
74633, CISPLATINA MG , CISPLATINA, CISPLATINA, F.AMP IV 1 MG 50 ML x 1 (/ML), A1F
75172, CITARABINA MG , CITARABINA, CITARABINA, F.AMP IV 100 MG 1 ML x 1, A1F
75171, CITARABINA MG , CITARABINA, CITARABINA, F.AMP IV 100 MG 10 ML x 1, A1F
75173, CITARABINA MG , CITARABINA, CITARABINA, F.AMP IV 100 MG 5 ML x 1, A1F
77012, CLO EPIRRUBICIN MG , CLO EPIRRUBICIN, CLORIDRATO EPIRRUBICINA, F.AMP 2 MG 25 ML x 1, A1F
77013, CLO EPIRRUBICIN MG , CLO EPIRRUBICIN, CLORIDRATO EPIRRUBICINA, F.AMP 2 MG 5 ML x 1, A1F
75232, CLO GENCITABINA MG , CLO GENCITABINA, CLORIDRATO GENCITABINA, F.AMP 1 G 50 ML x 1, A1F
75233, CLO GENCITABINA MG , CLO GENCITABINA, CLORIDRATO GENCITABINA, F.AMP 200 MG 10 ML x 1, A1F
76490, CLO IRINOTECANO MG , CLO IRINOTECANO, CLORIDRATO IRINOTECANO, F.AMP 20 MG 2 ML x 1 (/ML), A1F
76491, CLO IRINOTECANO MG , CLO IRINOTECANO, CLORIDRATO IRINOTECANO, F.AMP 20 MG 5 ML x 1 (/ML), A1F
137005, CLO. TOPOTECANA MG , CLO TOPOTECANA, CLORIDRATO TOPOTECANA, F.A PO LIOF 4 MG 5 ML x 1, A1F
106068, CLOR.METFORMINA MG , CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 850 MG x 15, A1F
