59944, CAPTOPRIL MG , CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30, ATX
59945, CAPTOPRIL MG , CAPTOPRIL, CAPTOPRIL, CPR 25 MG x 30, ATX
60321, CEFADROXILA MG , CEFADROXILA, CEFADROXILA, CAPS 500 MG x 20, ATX
61457, CEFALEXINA MG , CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 10, ATX
61458, CEFALEXINA MG , CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 40, ATX
61456, CEFALEXINA MG , CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 8, ATX
59055, CETOCONAZOL MG , CETOCONAZOL, CETOCONAZOL, CPR 200 MG x 10, ATX
62196, CETOPROFENO MG , CETOPROFENO, CETOPROFENO, CPR RETARD 200 MG x 10, ATX
59705, CLO TERBINAFINA MG , CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 28, ATX
59952, CLOR. VERAPAMIL MG , CLOR VERAPAMIL, CLORIDRATO VERAPAMIL, CPR REVEST 80 MG x 30, ATX
60271, CLOR.PAROXETINA MG , CLOR PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, CPR RECUB. 20 MG x 30, ATX
59195, CLOR.RANITIDINA MG , CLOR RANITIDINA, CLORIDRATO RANITIDINA, CPR REVEST 300 MG x 20, ATX
