501301705151116, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301703159111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML (EMB HOSP), AB3
501301708150110, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301709157119, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML (EMB HOSP), AB3
501301705151116, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301703159111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML (EMB HOSP), AB3
501301708150110, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301709157119, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML (EMB HOSP), AB3
501301705151116, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301703159111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML (EMB HOSP), AB3
501301708150110, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301709157119, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML (EMB HOSP), AB3
501301705151116, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301703159111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML (EMB HOSP), AB3
501301708150110, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301709157119, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML (EMB HOSP), AB3
501301705151116, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301703159111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML (EMB HOSP), AB3
501301708150110, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301709157119, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML (EMB HOSP), AB3
501301705151116, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301703159111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML (EMB HOSP), AB3
501301708150110, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301709157119, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML (EMB HOSP), AB3
501301701156113, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML, AB3
501301704155118, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + 2 DIL AMP PLAS X 10ML, AB3
501301705151116, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301703159111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML (EMB HOSP), AB3
501301702152111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML + 10 DIL BOLS FLEXIVEL X 100ML (EMB HOSP), AB3
501301706158114, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML, AB3
501301707154112, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL AMP PLAS X 10ML, AB3
501301708150110, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301709157119, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML (EMB HOSP), AB3
501301710155116, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML + 10 DIL BOLS FLEXIVEL X 100ML (EMB HOSP), AB3
501301701156113, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML, AB3
501301704155118, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + 2 DIL AMP PLAS X 10ML, AB3
501301705151116, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301703159111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML (EMB HOSP), AB3
501301702152111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML + 10 DIL BOLS FLEXIVEL X 100ML (EMB HOSP), AB3
501301706158114, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML, AB3
501301707154112, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL AMP PLAS X 10ML, AB3
501301708150110, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301709157119, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML (EMB HOSP), AB3
501301710155116, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML + 10 DIL BOLS FLEXIVEL X 100ML (EMB HOSP), AB3
501301701156113, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML, AB3
501301704155118, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + 2 DIL AMP PLAS X 10ML, AB3
501301705151116, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301703159111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML (EMB HOSP), AB3
501301702152111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML + 10 DIL BOLS FLEXIVEL X 100ML (EMB HOSP), AB3
501301706158114, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML, AB3
501301707154112, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL AMP PLAS X 10ML, AB3
501301708150110, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301709157119, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML (EMB HOSP), AB3
501301710155116, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML + 10 DIL BOLS FLEXIVEL X 100ML (EMB HOSP), AB3
501301701156113, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML, AB3
501301704155118, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + 2 DIL AMP PLAS X 10ML, AB3
501301705151116, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301703159111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML (EMB HOSP), AB3
501301702152111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML + 10 DIL BOLS FLEXIVEL X 100ML (EMB HOSP), AB3
501301706158114, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML, AB3
501301707154112, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL AMP PLAS X 10ML, AB3
501301708150110, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301709157119, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML (EMB HOSP), AB3
501301710155116, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML + 10 DIL BOLS FLEXIVEL X 100ML (EMB HOSP), AB3
501301701156113, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML, AB3
501301704155118, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + 2 DIL AMP PLAS X 10ML, AB3
501301705151116, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CT FA VD INC X 30ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301703159111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML (EMB HOSP), AB3
501301702152111, MEROPENEM, MEROPENEM, MEROPENEM, 1G PO P/SOL INJ IV CX 10 FA VD INC X 30ML + 10 DIL BOLS FLEXIVEL X 100ML (EMB HOSP), AB3
501301706158114, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML, AB3
501301707154112, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL AMP PLAS X 10ML, AB3
501301708150110, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CT FA VD INC X 20ML + DIL BOLS FLEXIVEL X 100ML, AB3
501301709157119, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML (EMB HOSP), AB3
501301710155116, MEROPENEM, MEROPENEM, MEROPENEM, 500MG PO P/SOL INJ IV CX 10 FA VD INC X 20ML + 10 DIL BOLS FLEXIVEL X 100ML (EMB HOSP), AB3
