LAB_NOM,
ABBOTT,ABT
ABL-ANTIBIOTICOS,AB3
ACCORD,A1F
ACHE,A4H
ACTELION,A9N
ADAPT,
ALCON,ALC
ALLERGAN,ALL
APSEN,APS
ARISTON,
ARROW,
AS ERVAS CURAM,A1_
ASTRAZENECA,AZN
ATIVUS,
AUROBINDO PHARMA,AOB
B-MS,
BAGO,BAG
BALDACCI,BAL
BARRENNE,
BAUSCH & LOMB,BHL
BAYER,
BELFAR,
BERGAMO,
BIO MACRO,
BIOCHIMICO,I_B
BIOFARMA,BFR
BIOGEN IDEC,BGE
BIOLAB SANUS,BS2
BIOLOGIA,
BIOSINTETICA,
BLAUSIEGEL,
BLAUSIEGEL - DIV CONSUMO,
BOEHRINGER,B_I
BRAINFARMA,BF8
BRASTERAPICA,BRT
BUNKER,BNK
CANGERI,CGI
CANONNE,CNN
CARESSE,C6R
CATAFARMA,
CATARINENSE,C_S
CAZI,CAZ
CELLOFARM,
CHEMICALTECH,C17
CHIESI,CHS
CIFARMA,CF2
CIMED,CM5
COMBE,COE
COSMED,
CRISTALIA,CT6
CSL BEHRING,CSL
DAIICHI SANKYO,DCS
DARROW,DRW
DAUDT,
DBS,DS3
DELTA,DLT
DERM`ATTIVE,
DERMA DREAM,
DERMAPHYTO,
DIFFUCAP-CHEMOBRAS,DFP
DILUMIX,
DM,
DOVALLE,DOV
DR. REDDYS,DRL
DROXTER,D_X
DUCTO,
ELI LILLY,
ELOFAR,ELO
EMS,E3S
EMS - DIV CONSUMO,
EUROFARMA,EUF
EVOLABIS,EVB
FARMABRAZ,FAZ
FARMASA,FAS
FARMOQUIMICA,FQM
FERRING,FER
FUTURA BIOTECH,
GALDERMA,GLD
GALLIA,G7L
GENERICOS GERMED,
GEOLAB,GOB
GERMED PHARMA,GM2
GEYER,GYR
GLAXOSMITHKLINE,
GLAXOSMITHKLINE - DIV OTC,
GLENMARK,GMK
GLOBO,GLO
GOULART,GOU
GRANADO,GRA
GREENPHARMA,GP8
GREENWOOD,
GROSS,GRO
HALLER,HLR
HEARST,
HEBRON,HBR
HEPACHOLAN,HEP
HERALD'S,
HERBARIUM,HBA
HERTZ,HTZ
HEXAL,
HIPOLABOR,HPO
HISAMITSU,HSM
HOMEOPATIA WALDEMIRO PEREIRA,
HYPM,
INTENDIS DO BRASIL,
IPSEN,
ISDIN,ISD
ISOFARMA,IS5
J&J - PRODUTOS PROFISSIONAIS,
JANSSEN-CILAG,J_C
JANSSEN-CILAG/J&J,
JARREL,
JOHNSON & JOHNSON,J_J
KNOLL,
LA ROCHE-POSAY,LRP
LABORIS,L3B
LASA,L4S
LATINOFARMA,L3F
LEGRAND,LG6
LEGRAND GENERICOS,
LIBBS,LIB
LUNDBECK,LUN
LUPER,LR3
MANTECORP,MQF
MARIOL,M1L
MARJAN,MJA
MEDIERVAS,
MEDLEY,MD7
MEDQUIMICA,MDQ
MEIZLER,MIZ
MELPOEJO,MP_
MEPHA-RATIOPHARM,
MERCK,
MERCK SHARP,
MICREX,M8X
MILLET ROUX,MLL
MINANCORA,MIN
MULTILAB,MB9
MYRALIS PHARMA,MYL
NECKERMAN,NCK
NEO QUIMICA,N_Q
NIKKHO,NKO
NOVARTIS,NVR
NOVO NORDISK,N_N
NUTROVIT,
NYCOMED PHARMA,
OPHTHALMOS,OHL
OSORIO DE MORAES,OOM
PFIZER,PFZ
PHARLAB,P7B
PHARMASCIENCE,PLB
PIERRE FABRE,P_F
"PRATI, DONADUZZI",PZ8
PROCTER & GAMBLE,PRG
PRONATU,PNU
RANBAXY,RBY
RECKITT BENCKISER,R0B
REGIUS,REU
ROBERG,
ROCHE,ROC
ROYTON,ROY
SANDOZ,SDZ
SANOFI-AVENTIS,S_A
SANTISA,SIS
SANVAL,SNV
SAUAD FARMACEUTICA,S1U
SAUDE,SUD
SCHERING,
SCHERING-PLOUGH,
SERVIER,SVR
SIGMA PHARMA,
SILVESTRE LABS,SVS
SINERGIKA,
SINTERAPICO,SIN
SKL FUNCIONAL NUTRITION,
SOBRAL,SOB
SOLVAY FARMA,
STIEFEL,STF
SUPPORT,
TCG,
TEUTO,TTB
TEVA,TEV
THERASKIN,TSK
TKS,TKS
TOMMASI,
TORRENT DO BRASIL,TNT
TRB PHARMA,TPQ
UCI-FARMA,UCI
UNIAO QUIMICA,U_Q
UNICHEM,UFB
UNITED MEDICAL,UTM
VALEANT,VLT
VICHY,VCY
VITAPAN,VAP
VR MEDICAL,
WESP,WES
WYETH,
WYETH CONSUMER,
ZAMBON,ZAM
ZODIAC,ZD1
ZURITA,
ZYDUS,ZYD
