69314; CLO BUPIVACAINA MG ; CLO BUPIVACAINA; NOT FOUND; AMP. S/V 0.50 % 20 ML x 25; HYP
68727; CLO BUPIVACAINA MG ; CLO BUPIVACAINA; NOT FOUND; AMP.PESADA 0.50 % 4 ML x 50; HYP
80838; CLOR CLORPROMAZ MG ; CLOR CLORPROMAZ; CLORIDRATO CLORPROMAZINA; AMP I.M. 5 MG 5 ML x 50 (/ML); HYP
65031; CLOR. LIDOCAINA MG ; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; F.AMP S/VAS 2 % 20 ML x 25; HYP
73106; CLOR.ONDANSETRO MG ; CLOR ONDANSETRO; CLORIDRATO ONDANSETRONA; AMP. 2 MG 2 ML x 100 (/ML); HYP
73107; CLOR.ONDANSETRO MG ; CLOR ONDANSETRO; CLORIDRATO ONDANSETRONA; AMP. 2 MG 4 ML x 100 (/ML); HYP
65033; CLOR.RANITIDINA MG ; CLOR RANITIDINA; CLORIDRATO RANITIDINA; AMP. 25 MG 2 ML x 100 (/ML); HYP
66604; CLORETO DE POTASIO ; CLORETO POTASIO; NOT FOUND; A.IV 10 % 10 ML x 100; HYP
44414; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; AMP. 0.90 % 10 ML x 100; HYP
67851; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; AMP. 20 % 10 ML x 100; HYP
