3, CEFAZOLINA SODICA, CEFALOTINA SODI 
13, CEFTAZIDIMA, nan 
14, CEFUROXIMA SODICA, nan 
22, CLORIDRATO CEFEPIMA, nan 
31, AMPICILINA SODICA SULBACTAM SODICO, AMPICILINA SULB 
32, AMPICILINA SODICA SULBACTAM SODICO, AMPICILINA SULB 
33, PIPERACILINA SODICA TAZOBACTAM SODICO, PIPERACI TAZOBA 
34, PIPERACILINA SODICA TAZOBACTAM SODICO, PIPERACI TAZOBA 
36, AMOXICILINA, nan 
68, CLORIDRATO AMBROXOL, nan 
98, KLARICID, nan 
99, KLARICID, nan 
113, NORVIR, nan 
154, DEPAKOTE ER, nan 
164, PEDIALYTE 45 ZINCO, PEDIALYTE ZINCO 45 
165, PEDIALYTE 45 ZINCO, PEDIALYTE ZINCO 45 
166, PEDIALYTE 45 ZINCO, PEDIALYTE ZINCO 45 
167, PEDIALYTE 60 ZINCO, PEDIALYTE ZINCO 60 
168, PEDIALYTE 60 ZINCO, PEDIALYTE ZINCO 60 
169, VACINA INFLUENZA INATIVADA SUBUNITARIA, VACINA CONTR GRIPE 
170, MICOSNAT, MICOSTAT 
175, ABCALCIUM B 12, ABCALCIUM B12 
183, ABEDOSEC, nan 
196, ABEPOTEN, nan 
239, DECONGEX PLUS, DECONGEX PLUS NF 
260, FLAGASS BABY, nan 
272, LANZOL, nan 
274, LANZOL, nan 
277, MAXILIV, nan 
315, TRACONAL, nan 
316, TRACONAL, nan 
341, DECADRON COLIRIO, DECADRON NEOMICINA 
366, NISULID, nan 
412, NEO DECAPEPTYL LP, NEO DECAPEPTYL 
431, EXODUS, FACTIVE 
436, OSTEOTRAT, nan 
471, COMBIRON FOLICO, nan 
476, NOVOFER PED, NOVOFER NF 
477, NOVOFER PED, NOVOFER NF 
487, DIOSMIN SDU, nan 
524, TALERC, nan 
545, MONTELAIR, nan 
546, MONTELAIR, SPECTRABAN 
618, COLIRIO FENILEFRINA 10 OCULUM, FENILEFRINA 
674, ACULAR CMC, ACULAR LS 
687, DRAMIN B6 DL, DRAMIN B6 
701, NENE DENT N GEL, NENE DENT 
702, NENE DENT N GEL, NENE DENT 
733, KEFTRON, nan 
738, KEFOX, nan 
739, CLORIDRATO CEFEPIMA, ALBENDAL 
741, IMIPENEM CILASTATINA SODICA, IMIPENEM CILAST 
742, IMIPENEM CILASTATINA SODICA, IMIPENEM CILAST 
743, KEROXIME, nan 
751, CLORETO SODIO 0 9, CLORETO DE SODIO 
829, CLORIDRATO MEMANTINA, nan 
859, VITARISTON C, nan 
865, CLORETO POTASSIO, nan 
878, PENKARON, OXANON 
888, METAXON, nan 
910, BRICANYL COMPOSTO EXPECTORANTE, BRICANYL EXP 
961, SELOZOK, AMPICILINA 
1086, ADEROGIL GOTAS, ADEROGIL D3 
1175, OSCAL 500, OS CAL 500 
1176, OSCAL D, OS CAL 500 
1217, DEXPANTENOL EPITEGEL, EPITEGEL 
1221, ALBUMINA SERICA HUMANA NORMAL, ALBUMINA HUMANA 
