"GERMED FARMACEUTICA LTDA","A SAÚDE DA MULHER","150ML SOL","526100102137419","De para antigo - válido","100102137419.0","100102137419.0","494710.0"
"AIRELA INDÚSTRIA FARMACÊUTICA LTDA.","ABCALCIUM B 12","SUS OR CT FR VD AMB X 200 ML","500400401136421","Válido","nan","nan","nan"
"BIOLAB SANUS FARMACÊUTICA LTDA","ABLOK PLUS","25 MG + 12,5 MG COM CT 3 BL AL PLAS  INC X 10","504100203110419","Válido","nan","nan","nan"
"LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA","ACETATO DE CIPROTERONA","50 MG COM CT BL AL PLAS INC X 20","519508101118111","Válido","nan","nan","nan"
"LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA","ACETATO DE DESMOPRESSINA","0,1 MG/ML SOL NAS CT FR SPR VD AMB X 2,5 ML","519507902176111","Válido","nan","nan","nan"
"PRATI DONADUZZI & CIA LTDA","ACETATO DE DEXAMETASONA","1 MG/G CREM DERM CT BG AL X 10 G ","528524001164112","De para antigo - válido","524001164112.0","524001164112.0","830101.0"
"EMS S/A","ACETATO DE DEXAMETASONA","1 MG/G CREM DERM CT BG AL X 10 G  ","507739001166111","Válido","nan","nan","nan"
"GERMED FARMACEUTICA LTDA","ACETATO DE DEXAMETASONA","1 MG/G CREM DERM CT BG AL X 10 G  ","526129201168116","Válido","nan","nan","nan"
"CIMED INDÚSTRIA DE MEDICAMENTOS LTDA","ACETATO DE DEXAMETASONA","1,0 MG/G CREM DERM CT BG AL X 10 G","506410101169111","Válido","nan","nan","nan"
"LABORATÓRIO TEUTO BRASILEIRO S/A","ACETATO DE DEXAMETASONA","1 MG/G CREM DERM CT BG AL X 10 G","520728501161114","Válido","nan","nan","nan"
"LABORATÓRIO TEUTO BRASILEIRO S/A","ACETATO DE DEXAMETASONA","1 MG/G CREM DERM CX 50 BG AL X 10 G (EMB HOSP)","520728503162118","Válido","nan","nan","nan"
"EMS S/A","ÁCIDO FUSÍDICO+VALERATO DE BETAMETASONA","20 MG/G + 1 MG/G CREM DERM CT BG AL X 15 G","507743101161111","Válido","nan","nan","nan"
"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA","ÁCIDO FUSÍDICO + VALERATO DE BETAMETASONA","20 MG/G + 1 MG/G CREM DERM CT BG AL X 15 G ","538804601169114","Válido","nan","nan","nan"
"EMS S/A","ACETO.TRIA+SULF NEO+GRAM+NIST","CR BISN X 30G","507726101061115","De para antigo - válido","726101061115.0","726101061115.0","462101.0"
"GERMED FARMACEUTICA LTDA","ACETONIDA DE TRIANCINOLONA + SULFATO DE NEOMICINA + GRAMICIDINA + NISTATINA","1 MG/G + 2,5 MG/G + 0,25 MG/G + 100.000 UI/G CREM DERM CT BG AL X 30 G","526119801162111","De para antigo - Inválido","119801162111.0","119801162111.0","858202.0"
"EMS S/A","ACETO.TRIA+SULF NEO+GRAM+NIST","POM BISN X 30G","507726001065119","De para antigo - válido","726001065119.0","726001065119.0","462102.0"
"GERMED FARMACEUTICA LTDA","ACETONIDA DE TRIANCINOLONA + SULFATO DE NEOMICINA + GRAMICIDINA + NISTATINA","1 MG/G + 2,5 MG/G + 0,25 MG/G + 100.000 UI/G POM DERM CT BG AL X 30 G","526119802169111","De para antigo - Inválido","119802169111.0","119802169111.0","858201.0"
"EMS S/A","ÁCIDO TRANEXÂMICO","250 MG COM CT BL AL PLAS OPC X 12","507743301111116","Válido","nan","nan","nan"
"EMS S/A","ÁCIDO ACETILSALICÍLICO","300MG COM REV CT BL  AL PLAS OPC X 30","507700105114112","Válido","nan","nan","nan"
"EMS S/A","ÁCIDO ACETILSALICÍLICO","100 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP)","507700104118114","De para antigo - válido","700104118114.0","700104118114.0","1064503.0"
"BALM-LABOR INDÚSTRIA FARMACÊUTICA LTDA","ÁCIDO ACETILSALICÍLICO","100 MG COM CT BL AL PLAS INC X 20 ","538100303111110","Válido","nan","nan","nan"
"BALM-LABOR INDÚSTRIA FARMACÊUTICA LTDA","ÁCIDO ACETILSALICÍLICO","100 MG COM CT BL AL PLAS INC X 200 (EMB MULT)","538100302113111","Válido","nan","nan","nan"
"CIMED INDÚSTRIA DE MEDICAMENTOS LTDA","ÁCIDO ACETILSALICÍLICO","100 MG COM CT BL AL PLAS INC X 200 (EMB MULT) ","506408001111118","Válido","nan","nan","nan"
"EMS S/A","ÁCIDO ACETILSALICÍLICO","100 MG COM CT BL AL PLAS OPC X 200 (EMB HOSP)","507700102115118","De para antigo - válido","700102115118.0","700102115118.0","1064501.0"
"GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA","ÁCIDO ACETILSALICÍLICO","100MG CX C/ 200 CPR","510800101110123","Válido","nan","nan","nan"
"EMS S/A","ÁCIDO ACETILSALICÍLICO","100 MG COM CT BL AL PLAS OPC X 30","507700103111116","De para antigo - válido","700103111116.0","700103111116.0","1064502.0"
"BALM-LABOR INDÚSTRIA FARMACÊUTICA LTDA","ÁCIDO ACETILSALICÍLICO","100 MG COM CX BL AL PLAS INC X 500 (EMB HOSP)","538100304116116","Válido","nan","nan","nan"
"CIMED INDÚSTRIA DE MEDICAMENTOS LTDA","ÁCIDO ACETILSALICÍLICO","500 MG COM CT BL AL PLAS INC X 100 (EMB MULT)  ","506408002116113","Válido","nan","nan","nan"
"BALM-LABOR INDÚSTRIA FARMACÊUTICA LTDA","ÁCIDO ACETILSALICÍLICO","500 MG COM CT BL AL PLAS INC X 20 ","538100301117111","Válido","nan","nan","nan"
"BALM-LABOR INDÚSTRIA FARMACÊUTICA LTDA","ÁCIDO ACETILSALICÍLICO","500 MG COM CT BL AL PLAS INC X 200 (EMB MULT)","538100305112114","Válido","nan","nan","nan"
"EMS S/A","ÁCIDO ACETILSALICÍLICO","500MG 20 BL X 10 COMP","507700101119128","De para antigo - válido","700101119128.0","700101119128.0","1064530.0"
"GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA","ÁCIDO ACETILSALICÍLICO","500MG CX C/ 200 CPR","510800102117121","Válido","nan","nan","nan"
"BALM-LABOR INDÚSTRIA FARMACÊUTICA LTDA","ÁCIDO ACETILSALICÍLICO","500 MG COM CX BL AL PLAS INC X 500 (EMB HOSP)","538100306119112","Válido","nan","nan","nan"
"HIPOLABOR FARMACEUTICA LTDA","ÁCIDO TRANEXÂMICO","50 MG/ML SOL INJ CT 100 AMP VD INC X 5 ML (EMB HOSP) ","511613060040306","Válido","nan","nan","nan"
"LABORATÓRIO TEUTO BRASILEIRO S/A","ACETATO DE HIDROCORTISONA","10 MG/G CREM DERM CT BG AL X 30 G ","520729803161115","Válido","nan","nan","nan"
"GERMED FARMACEUTICA LTDA","DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO","0,5 MG/G + 30 MG/G POM DERM CT BG AL X 30 G","526121301163110","Válido","nan","nan","nan"
"ALCON LABORATÓRIOS DO BRASIL LTDA.","ACETATO DE PREDNISOLONA","10,0 MG/ML SUS OFT CT FR PLAS OPC CGT X 5 ML","500900101174115","De para antigo - válido","900101174115.0","900101174115.0","130530.0"
"EMS S/A","ACETILCISTEÍNA","100 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC)","507726207119117","Válido","nan","nan","nan"
"GERMED FARMACEUTICA LTDA","ACETILCISTEÍNA","100 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC)","526113207110113","Válido","nan","nan","nan"
"GERMED FARMACEUTICA LTDA","ACETILCISTEÍNA","100 MG GRAN CT 16 ENV AL POLIET X 5 G ","526113204170115","Válido","nan","nan","nan"
"EMS S/A","ACETILCISTEÍNA","200 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC)","507726208115115","Válido","nan","nan","nan"
"EMS S/A","ACETILCISTEÍNA","200 MG GRAN CT 16 ENV AL POLIET X 5 G ","507726202176112","De para antigo - válido","726202176112.0","726202176112.0","428202.0"
"EMS S/A","ACETILCISTEÍNA","600 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC) ","507726209111113","Válido","nan","nan","nan"
