63147, DIAZEPAM MG , DIAZEPAM, DIAZEPAM, CPR 10 MG x 20, RBY
63146, DIAZEPAM MG , DIAZEPAM, DIAZEPAM, CPR 5 MG x 20, RBY
95812, DICL BETAISTINA MG , DICL BETAISTINA, DICLORIDRATO BETAISTINA, CPR 24 MG x 30, RBY
65415, DICLOFEN.DIETIL.MG , DICLOFEN DIETIL, DICLOFENACO DIETILAMONIO, GEL. 10 MG 60 G x 1 (/G), RBY
57607, DICLOFEN.POTASI MG , DICLOFEN POTASI, NOT FOUND, DRAG 50 MG x 20, RBY
61928, DICLOFENACO SOD.MG , DICLOFENACO SOD, DICLOFENACO SODICO, CPR 100 MG x 10, RBY
58998, DICLOFENACO SOD.MG , DICLOFENACO SOD, DICLOFENACO SODICO, CPR 50 MG x 10, RBY
58999, DICLOFENACO SOD.MG , DICLOFENACO SOD, DICLOFENACO SODICO, CPR 50 MG x 20, RBY
76448, DIP.BET+SUL.GEN.MG , DIP BET SUL GEN, NOT FOUND, CREME 30 G x 1, RBY
73000, DOMPERIDONA MG , DOMPERIDONA, DOMPERIDONA, CPR 10 MG x 30, RBY
73001, DOMPERIDONA MG , DOMPERIDONA, DOMPERIDONA, CPR 10 MG x 60, RBY
